First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Alyssa,Kelly,Buy,13,UTEP Football 13,5,VIP
James,King,Buy,58,Bad Bunny Live,3,Silver
William,Adkins,Buy,39,UTEP Basketball 26,2,Gold
Ernest,Bentley,Buy,7,UTEP Football 7,4,Gold
Rodney,Berg,Buy,3,UTEP Football 3,4,VIP
Howard,Davenport,Buy,34,UTEP Basketball 21,6,Silver
Allison,Weaver,Buy,52,UTEP Wind Symphony 8,2,General Admission
Eric,Vazquez,Buy,44,UTEP Basketball 31,2,VIP
Crystal,Hudson,Buy,3,UTEP Football 3,2,VIP
Loretta,Phillips,Buy,17,UTEP Basketball 4,5,Bronze
Rebecca,Fisher,Buy,53,UTEP Wind Symphony 9,2,Gold
Wesley,Lambert,Buy,22,UTEP Basketball 9,5,Silver
Martha,Perry,Buy,14,UTEP Basketball 1,4,General Admission
Patrick,Bennett,Buy,49,UTEP Wind Symphony 5,4,Gold
Carl,Foley,Buy,53,UTEP Wind Symphony 9,4,Bronze
Sarah,Taylor,Buy,28,UTEP Basketball 15,2,Silver
Kim,Buckley,Buy,51,UTEP Wind Symphony 7,3,General Admission
Brandi,Daniel,Buy,46,UTEP Wind Symphony 2,4,Silver
Christina,Jones,Buy,1,UTEP Football 1,5,Gold
Lisa,Stafford,Buy,42,UTEP Basketball 29,2,Gold
Michael,Williamson,Buy,71,UTEP Commencement 3,3,Bronze
Samantha,Howell,Buy,22,UTEP Basketball 9,4,Bronze
Brian,Jensen,Buy,2,UTEP Football 2,6,Silver
Dylan,Harris,Buy,21,UTEP Basketball 8,6,Bronze
Bobby,Gonzales,Buy,38,UTEP Basketball 25,6,Silver
Tanya,Turner,Buy,26,UTEP Basketball 13,5,Gold
Eric,Ramos,Buy,15,UTEP Basketball 2,4,Silver
Michael,Nunez,Buy,40,UTEP Basketball 27,3,Silver
Michael,Murray,Buy,4,UTEP Football 4,2,Bronze
Patrick,Bennett,Buy,23,UTEP Basketball 10,4,Gold
Loretta,Phillips,Buy,42,UTEP Basketball 29,6,Bronze
Edward,Hernandez,Buy,65,Warped Tour Day 1,3,General Admission
Robin,Wilson,Buy,47,UTEP Wind Symphony 3,5,VIP
Cassandra,Cook,Buy,57,Taylor Swift Live,3,General Admission
Lisa,Miller,Buy,42,UTEP Basketball 29,6,Silver
Didi,Guillen,Buy,34,UTEP Basketball 21,3,Gold
Craig,Brown,Buy,59,Eminem Live,6,General Admission
Arturo,Flores,Buy,40,UTEP Basketball 27,4,Silver
Alejandro,Ramirez,Buy,32,UTEP Basketball 19,2,Bronze
Joel,Arellano,Buy,66,Warped Tour Day 2,4,Bronze
Heidi,Barker,Buy,55,UTEP Wind Symphony 11,2,General Admission
Christopher,Fields,Buy,23,UTEP Basketball 10,2,Gold
Dana,Jones,Buy,25,UTEP Basketball 12,4,VIP
Esteban,LozanoLopez,Buy,43,UTEP Basketball 30,2,Bronze
Darren,Gibbs,Buy,43,UTEP Basketball 30,5,Silver
Elizabeth,Reyes,Buy,33,UTEP Basketball 20,5,Gold
Darrell,Jones,Buy,12,UTEP Football 12,2,Silver
Beverly,Johnson,Buy,48,UTEP Wind Symphony 4,2,VIP
Paul,Salas,Buy,35,UTEP Basketball 22,3,VIP
Alexandra,Fox,Buy,29,UTEP Basketball 16,6,General Admission
Sharon,Gillespie,Buy,52,UTEP Wind Symphony 8,5,Gold
Mary,Lee,Buy,21,UTEP Basketball 8,4,VIP
Mickey,Mouse,Buy,49,UTEP Wind Symphony 5,5,Gold
Jesse,Montgomery,Buy,39,UTEP Basketball 26,2,General Admission
Heather,Cunningham,Buy,2,UTEP Football 2,4,General Admission
Victoria,White,Buy,67,Warped Tour Day 3,6,General Admission
Barbara,Love,Buy,71,UTEP Commencement 3,5,Silver
Barbara,Jones,Buy,48,UTEP Wind Symphony 4,3,Gold
Natasha,Wheeler,Buy,43,UTEP Basketball 30,3,Silver
Nicole,Rowland,Buy,34,UTEP Basketball 21,6,Bronze
Jennifer,Copeland,Buy,38,UTEP Basketball 25,4,Gold
Elizabeth,Alvarez,Buy,4,UTEP Football 4,6,Bronze
Victoria,White,Buy,43,UTEP Basketball 30,4,Gold
Jermaine,Dean,Buy,46,UTEP Wind Symphony 2,5,General Admission
Christopher,Foster,Buy,23,UTEP Basketball 10,4,Silver
David,Gross,Buy,9,UTEP Football 9,5,Silver
Alexander,Wilson,Buy,17,UTEP Basketball 4,6,Gold
Erika,Lopez,Buy,1,UTEP Football 1,5,Bronze
Kyle,Hodges,Buy,54,UTEP Wind Symphony 10,4,Silver
Misty,Horton,Buy,29,UTEP Basketball 16,5,Bronze
Mario,Walker,Buy,24,UTEP Basketball 11,3,Gold
Darlene,Shaw,Buy,45,UTEP Wind Symphony 1,2,Silver
Chip,Disney,Buy,48,UTEP Wind Symphony 4,2,Silver
Rodney,Berg,Buy,6,UTEP Football 6,5,Bronze
Lauren,Hall,Buy,4,UTEP Football 4,3,Gold
Mark,Washington,Buy,38,UTEP Basketball 25,2,Bronze
Arturo,Hernandez,Buy,59,Eminem Live,3,Silver
Bradley,Rodriguez,Buy,33,UTEP Basketball 20,3,Bronze
Linda,Alexander,Buy,38,UTEP Basketball 25,3,Silver
Lisa,Gaines,Buy,62,The Weeknd Live,3,Bronze
Beast,Disney,Buy,6,UTEP Football 6,4,VIP
Craig,Schaefer,Buy,44,UTEP Basketball 31,2,VIP
Colleen,Hall,Buy,63,Lady Gaga Live,6,General Admission
Sean,Smith,Buy,41,UTEP Basketball 28,6,Silver
Aladdin,Disney,Buy,27,UTEP Basketball 14,2,General Admission
Matthew,Mason,Buy,64,Justin Timberlake Live,2,Gold
Lisa,Peters,Buy,55,UTEP Wind Symphony 11,6,VIP
Dawn,King,Buy,64,Justin Timberlake Live,6,Bronze
Vincent,Harrison,Buy,43,UTEP Basketball 30,4,Gold
Stephen,Peters,Buy,39,UTEP Basketball 26,2,Silver
Michelle,Ray,Buy,38,UTEP Basketball 25,6,Gold
Jonathan,Christian,Buy,23,UTEP Basketball 10,4,Silver
Maria,Mccarthy,Buy,66,Warped Tour Day 2,3,Gold
Bradley,Bell,Buy,17,UTEP Basketball 4,2,General Admission
James,Nolan,Buy,42,UTEP Basketball 29,6,VIP
Mufassa,Disney,Buy,12,UTEP Football 12,4,Bronze
Lawrence,Henry,Buy,34,UTEP Basketball 21,5,Gold
Brad,Patel,Buy,21,UTEP Basketball 8,2,Gold
Jeffrey,Luna,Buy,12,UTEP Football 12,6,VIP
Joseph,Brooks,Buy,1,UTEP Football 1,6,General Admission
Pablo,Martinez,Buy,28,UTEP Basketball 15,5,Bronze
Howard,Davenport,Buy,63,Lady Gaga Live,4,Silver
Gregory,Carr,Buy,52,UTEP Wind Symphony 8,4,Gold
James,Hammond,Buy,37,UTEP Basketball 24,5,Bronze
Michael,Williamson,Buy,51,UTEP Wind Symphony 7,2,General Admission
Philip,Collins,Buy,6,UTEP Football 6,4,Gold
Michael,Adams,Buy,29,UTEP Basketball 16,3,General Admission
Ann,Rogers,Buy,46,UTEP Wind Symphony 2,4,Gold
Justin,Wilson,Buy,6,UTEP Football 6,4,Gold
Margaret,Smith,Buy,59,Eminem Live,3,Bronze
Bridget,Wagner,Buy,59,Eminem Live,5,General Admission
Belle,Disney,Buy,19,UTEP Basketball 6,4,Gold
Jeffrey,Best,Buy,50,UTEP Wind Symphony 6,6,Bronze
Tyrone,Johnston,Buy,59,Eminem Live,6,Gold
Kathy,Smith,Buy,17,UTEP Basketball 4,5,General Admission
Erica,Burch,Buy,15,UTEP Basketball 2,6,General Admission
Travis,Burton,Buy,26,UTEP Basketball 13,6,Gold
Patricia,Hughes,Buy,36,UTEP Basketball 23,3,Silver
Susan,Humphrey,Buy,5,UTEP Football 5,2,Gold
Linda,Alexander,Buy,44,UTEP Basketball 31,5,Silver
Doris,Mercado,Buy,2,UTEP Football 2,5,VIP
Vincent,Harrison,Buy,55,UTEP Wind Symphony 11,5,VIP
Ian,Flores,Buy,2,UTEP Football 2,5,Gold
Christian,Ellis,Buy,24,UTEP Basketball 11,6,General Admission
Lawrence,Henry,Buy,48,UTEP Wind Symphony 4,6,General Admission
Corey,Wilson,Buy,3,UTEP Football 3,6,Gold
Charles,Chambers,Buy,68,UTEP Commencement 1,2,Bronze
Terrence,Dixon,Buy,18,UTEP Basketball 5,3,Silver
Kayla,Mahoney,Buy,14,UTEP Basketball 1,5,VIP
James,Henderson,Buy,66,Warped Tour Day 2,6,VIP
Ernest,Bentley,Buy,22,UTEP Basketball 9,6,Bronze
Brian,Jacobson,Buy,22,UTEP Basketball 9,4,Silver
Dannell,MunozSilva,Buy,18,UTEP Basketball 5,2,Gold
Susan,Alvarez,Buy,51,UTEP Wind Symphony 7,4,VIP
Tiffany,May,Buy,25,UTEP Basketball 12,3,VIP
Cruella,DeVil,Buy,67,Warped Tour Day 3,4,Bronze
Shane,Miller,Buy,19,UTEP Basketball 6,6,Gold
Luis,Johnson,Buy,71,UTEP Commencement 3,6,VIP
Noah,Horne,Buy,6,UTEP Football 6,2,Gold
Theresa,Clark,Buy,34,UTEP Basketball 21,5,Gold
Daniel,Smith,Buy,41,UTEP Basketball 28,4,Silver
Ricky,Thompson,Buy,25,UTEP Basketball 12,6,VIP
Sara,West,Buy,28,UTEP Basketball 15,2,Gold
Nicole,Hart,Buy,3,UTEP Football 3,2,Silver
Jacob,Norton,Buy,39,UTEP Basketball 26,2,Gold
Nicole,Rowland,Buy,24,UTEP Basketball 11,4,General Admission
Darlene,Russell,Buy,29,UTEP Basketball 16,6,VIP
Patrick,Bennett,Buy,33,UTEP Basketball 20,6,General Admission
Andrew,Parks,Buy,20,UTEP Basketball 7,5,Silver
Jessica,Ramirez,Buy,67,Warped Tour Day 3,3,VIP
Gary,Park,Buy,15,UTEP Basketball 2,5,VIP
Natasha,Wheeler,Buy,34,UTEP Basketball 21,5,Bronze
Ryan,Bowman,Buy,43,UTEP Basketball 30,3,VIP
Jenny,Henry,Buy,35,UTEP Basketball 22,5,Gold
Melissa,Holt,Buy,12,UTEP Football 12,5,Silver
Angela,Mcintyre,Buy,15,UTEP Basketball 2,3,Gold
Rodney,Mcneil,Buy,42,UTEP Basketball 29,4,General Admission
Christopher,Sanford,Buy,21,UTEP Basketball 8,2,Bronze
George,Wood,Buy,8,UTEP Football 8,6,Silver
Alyssa,Poole,Buy,60,Ariana Grande Live,2,VIP
Bradley,Beltran,Buy,29,UTEP Basketball 16,4,Silver
Jessica,Anderson,Buy,39,UTEP Basketball 26,4,VIP
Kelly,Jordan,Buy,11,UTEP Football 11,5,Bronze
Michele,Stevens,Buy,3,UTEP Football 3,2,General Admission
Lisa,Brown,Buy,8,UTEP Football 8,5,General Admission
Mariah,Black,Buy,21,UTEP Basketball 8,5,Gold
Cynthia,Giles,Buy,6,UTEP Football 6,6,Gold
Kayla,Morgan,Buy,37,UTEP Basketball 24,4,VIP
Jerry,Rodriguez,Buy,2,UTEP Football 2,3,Gold
Karen,Thomas,Buy,38,UTEP Basketball 25,6,General Admission
James,Hammond,Buy,1,UTEP Football 1,2,Silver
Phillip,Richardson,Buy,41,UTEP Basketball 28,4,Gold
Monica,Davenport,Buy,61,Justin Bieber Live,3,Bronze
Pablo,Martinez,Buy,69,UTEP Commencement 2,4,Gold
Denise,Johnson,Buy,28,UTEP Basketball 15,5,Bronze
Timothy,Wagner,Buy,41,UTEP Basketball 28,6,VIP
Ashley,Frye,Buy,68,UTEP Commencement 1,5,General Admission
Michael,Clarke,Buy,8,UTEP Football 8,3,Gold
Valerie,Moore,Buy,59,Eminem Live,3,General Admission
Ashley,Romero,Buy,66,Warped Tour Day 2,2,VIP
Hector,Whitney,Buy,2,UTEP Football 2,6,Bronze
Timothy,Wagner,Buy,38,UTEP Basketball 25,6,Gold
Chip,Disney,Buy,11,UTEP Football 11,5,General Admission
Eric,Vazquez,Buy,44,UTEP Basketball 31,6,VIP
Jason,Lee,Buy,52,UTEP Wind Symphony 8,4,Silver
Timothy,Wagner,Buy,44,UTEP Basketball 31,2,Gold
Mufassa,Disney,Buy,40,UTEP Basketball 27,3,Silver
Michelle,Rivera,Buy,19,UTEP Basketball 6,4,Bronze
Dylan,Harris,Buy,15,UTEP Basketball 2,5,Silver
Ronald,Bond,Buy,36,UTEP Basketball 23,2,Bronze
Amanda,Vang,Buy,63,Lady Gaga Live,4,General Admission
Shannon,Avery,Buy,27,UTEP Basketball 14,5,Silver
Patricia,Hughes,Buy,38,UTEP Basketball 25,4,Bronze
Kelly,Bell,Buy,65,Warped Tour Day 1,2,Silver
Robert,Wilson,Buy,14,UTEP Basketball 1,2,Gold
Jeffrey,Marquez,Buy,56,UTEP Wind Symphony 12,4,General Admission
Linda,Bennett,Buy,25,UTEP Basketball 12,5,VIP
Christopher,Coleman,Buy,52,UTEP Wind Symphony 8,5,Gold
Brian,Lopez,Buy,3,UTEP Football 3,3,Bronze
Gregory,Carr,Buy,29,UTEP Basketball 16,6,Gold
Sarah,Anderson,Buy,4,UTEP Football 4,5,General Admission
Marissa,Henry,Buy,12,UTEP Football 12,6,General Admission
Lisa,Yu,Buy,67,Warped Tour Day 3,5,VIP
James,King,Buy,17,UTEP Basketball 4,4,Silver
Jerry,Lee,Buy,4,UTEP Football 4,4,General Admission
Jade,Crawford,Buy,53,UTEP Wind Symphony 9,5,VIP
Lawrence,Price,Buy,27,UTEP Basketball 14,6,Gold
Patrick,Larsen,Buy,39,UTEP Basketball 26,5,VIP
Eric,Vazquez,Buy,33,UTEP Basketball 20,2,General Admission
Olivia,Richardson,Buy,47,UTEP Wind Symphony 3,2,Gold
Timothy,Romero,Buy,45,UTEP Wind Symphony 1,6,Silver
Brandy,Valenzuela,Buy,29,UTEP Basketball 16,2,Gold
Shannon,Avery,Buy,48,UTEP Wind Symphony 4,6,Gold
Bryan,Fields,Buy,66,Warped Tour Day 2,6,General Admission
Jared,Perry,Buy,17,UTEP Basketball 4,5,Silver
Amanda,Miller,Buy,6,UTEP Football 6,4,Gold
Brett,Higgins,Buy,17,UTEP Basketball 4,5,Gold
Cynthia,Giles,Buy,16,UTEP Basketball 3,6,VIP
Julie,Shaw,Buy,41,UTEP Basketball 28,6,Silver
Bryan,Hardy,Buy,37,UTEP Basketball 24,2,VIP
John,House,Buy,9,UTEP Football 9,5,General Admission
Denise,Williams,Buy,44,UTEP Basketball 31,5,VIP
Steven,Cabrera,Buy,71,UTEP Commencement 3,3,Gold
Mario,Walker,Buy,39,UTEP Basketball 26,5,VIP
Anthony,Moore,Buy,2,UTEP Football 2,4,Bronze
Daniel,Summers,Buy,69,UTEP Commencement 2,6,Gold
Suzanne,Kennedy,Buy,8,UTEP Football 8,4,Gold
Julie,Shaw,Buy,46,UTEP Wind Symphony 2,6,VIP
Mary,Chapman,Buy,60,Ariana Grande Live,6,General Admission
Dustin,Oliver,Buy,10,UTEP Football 10,3,Gold
Jennifer,Mills,Buy,61,Justin Bieber Live,5,Silver
Beth,Moss,Buy,64,Justin Timberlake Live,6,VIP
Raymond,Woodward,Buy,51,UTEP Wind Symphony 7,2,VIP
Bryan,Massey,Buy,36,UTEP Basketball 23,5,Bronze
Francisco,Moore,Buy,41,UTEP Basketball 28,4,General Admission
Mary,Chapman,Buy,64,Justin Timberlake Live,3,General Admission
Suzanne,Kennedy,Buy,44,UTEP Basketball 31,5,General Admission
Timothy,Greene,Buy,7,UTEP Football 7,6,Bronze
Lisa,Brown,Buy,27,UTEP Basketball 14,4,General Admission
Carlos,Cepeda,Buy,48,UTEP Wind Symphony 4,2,Bronze
Rodney,Berg,Buy,31,UTEP Basketball 18,6,Gold
Molly,Cohen,Buy,32,UTEP Basketball 19,6,Silver
Sara,Fox,Buy,6,UTEP Football 6,4,Gold
Amanda,Shepherd,Buy,68,UTEP Commencement 1,3,General Admission
Holly,Cruz,Buy,15,UTEP Basketball 2,3,Bronze
Mark,Richards,Buy,69,UTEP Commencement 2,6,Bronze
Kelly,Herring,Buy,2,UTEP Football 2,5,Bronze
Debra,Raymond,Buy,12,UTEP Football 12,2,Bronze
Anita,Stein,Buy,15,UTEP Basketball 2,2,General Admission
Brenda,Douglas,Buy,54,UTEP Wind Symphony 10,2,Silver
Patrick,Bennett,Buy,12,UTEP Football 12,2,General Admission
Joseph,Hanna,Buy,30,UTEP Basketball 17,5,General Admission
Perry,Hill,Buy,44,UTEP Basketball 31,2,VIP
Alexandra,Fox,Buy,61,Justin Bieber Live,4,Silver
Amber,Nguyen,Buy,12,UTEP Football 12,3,Bronze
Jeremy,Morris,Buy,61,Justin Bieber Live,5,General Admission
Steven,Hartman,Buy,9,UTEP Football 9,5,Silver
Bryan,Hardy,Buy,2,UTEP Football 2,5,Silver
Kimberly,Martinez,Buy,61,Justin Bieber Live,2,Silver
Edward,Hernandez,Buy,7,UTEP Football 7,2,VIP
Lisa,Yu,Buy,23,UTEP Basketball 10,2,General Admission
Zachary,Ellison,Buy,63,Lady Gaga Live,2,Silver
Sandy,Blackwell,Buy,31,UTEP Basketball 18,4,Bronze
Zachary,Tran,Buy,30,UTEP Basketball 17,5,General Admission
Simba,King,Buy,14,UTEP Basketball 1,2,Gold
Erika,Lopez,Buy,46,UTEP Wind Symphony 2,5,General Admission
Sean,Klein,Buy,13,UTEP Football 13,6,General Admission
Michael,Williamson,Buy,29,UTEP Basketball 16,2,General Admission
Timothy,Bernard,Buy,12,UTEP Football 12,2,VIP
Jeremy,Morris,Buy,64,Justin Timberlake Live,4,Silver
Megan,Thompson,Buy,17,UTEP Basketball 4,5,Gold
Andre,Avila,Buy,61,Justin Bieber Live,2,VIP
Julia,Young,Buy,12,UTEP Football 12,6,Gold
Jesse,Montgomery,Buy,64,Justin Timberlake Live,5,Bronze
Karen,Thomas,Buy,29,UTEP Basketball 16,4,VIP
Sarah,Jones,Buy,51,UTEP Wind Symphony 7,5,VIP
Seth,Velasco,Buy,8,UTEP Football 8,3,Gold
Kevin,Gould,Buy,36,UTEP Basketball 23,2,Bronze
Marissa,Oconnell,Buy,2,UTEP Football 2,6,Gold
Alison,Hicks,Buy,20,UTEP Basketball 7,6,General Admission
Janet,Hughes,Buy,52,UTEP Wind Symphony 8,2,Gold
Scar,Lion,Buy,33,UTEP Basketball 20,5,Bronze
Emily,Chang,Buy,11,UTEP Football 11,5,Gold
Misty,Horton,Buy,13,UTEP Football 13,3,General Admission
Kelly,Bell,Buy,34,UTEP Basketball 21,2,Gold
Darren,Gibbs,Buy,1,UTEP Football 1,3,Bronze
Leroy,Walters,Buy,53,UTEP Wind Symphony 9,2,Bronze
Kevin,Tran,Buy,26,UTEP Basketball 13,6,Bronze
Andrew,Parks,Buy,61,Justin Bieber Live,5,VIP
Ruben,Edwards,Buy,56,UTEP Wind Symphony 12,6,Gold
Daniel,Guevara,Buy,62,The Weeknd Live,4,VIP
Brian,Castillo,Buy,44,UTEP Basketball 31,3,Silver
John,Blair,Buy,45,UTEP Wind Symphony 1,4,Gold
Cruella,DeVil,Buy,35,UTEP Basketball 22,3,VIP
Matthew,Gonzalez,Buy,23,UTEP Basketball 10,3,Gold
Francisco,Moore,Buy,24,UTEP Basketball 11,3,Gold
Renee,Bradley,Buy,23,UTEP Basketball 10,5,Bronze
Monica,Craig,Buy,40,UTEP Basketball 27,3,Gold
Rita,Owens,Buy,19,UTEP Basketball 6,4,Silver
Theresa,Obrien,Buy,20,UTEP Basketball 7,2,Gold
Christina,Walker,Buy,33,UTEP Basketball 20,3,Bronze
Aurora,Disney,Buy,21,UTEP Basketball 8,4,VIP
Adam,Maldonado,Buy,59,Eminem Live,6,Gold
Simba,Disney,Buy,38,UTEP Basketball 25,4,General Admission
Amanda,Miller,Buy,71,UTEP Commencement 3,2,Silver
Crystal,Hayes,Buy,35,UTEP Basketball 22,6,Gold
Amber,Sellers,Buy,2,UTEP Football 2,4,Gold
Holly,Schneider,Buy,7,UTEP Football 7,3,VIP
Brad,Patel,Buy,29,UTEP Basketball 16,5,Silver
Krista,Lambert,Buy,43,UTEP Basketball 30,4,General Admission
Hannah,Arias,Buy,66,Warped Tour Day 2,5,VIP
Christopher,Jones,Buy,29,UTEP Basketball 16,5,Silver
Jessica,Moore,Buy,48,UTEP Wind Symphony 4,5,Bronze
Brandi,Daniel,Buy,44,UTEP Basketball 31,2,Silver
Kaylee,Patterson,Buy,47,UTEP Wind Symphony 3,3,Silver
Victoria,Moses,Buy,46,UTEP Wind Symphony 2,5,General Admission
Beth,Moss,Buy,31,UTEP Basketball 18,4,Silver
Kirsten,Robinson,Buy,22,UTEP Basketball 9,6,General Admission
Sandra,Rogers,Buy,21,UTEP Basketball 8,2,Gold
Ryan,Washington,Buy,15,UTEP Basketball 2,4,VIP
Wendy,Stanton,Buy,29,UTEP Basketball 16,3,Gold
Jeffrey,Rodriguez,Buy,4,UTEP Football 4,5,Bronze
Carol,Elliott,Buy,71,UTEP Commencement 3,3,Silver
Darin,Porter,Buy,12,UTEP Football 12,6,General Admission
Anthony,Hunter,Buy,55,UTEP Wind Symphony 11,3,Bronze
Timothy,Greene,Buy,19,UTEP Basketball 6,3,Bronze
Roger,Casey,Buy,10,UTEP Football 10,4,General Admission
Tanya,Turner,Buy,1,UTEP Football 1,4,Silver
Holly,Cruz,Buy,58,Bad Bunny Live,6,VIP
Samantha,May,Buy,22,UTEP Basketball 9,2,Bronze
Jacob,Gonzalez,Buy,12,UTEP Football 12,4,Bronze
Monica,Davenport,Buy,19,UTEP Basketball 6,2,Gold
Brittany,Nielsen,Buy,2,UTEP Football 2,5,General Admission
Nicole,Lloyd,Buy,9,UTEP Football 9,2,Gold
Ian,Ritter,Buy,25,UTEP Basketball 12,4,Bronze
Sean,Roberts,Buy,2,UTEP Football 2,3,Silver
Kelly,Bell,Buy,45,UTEP Wind Symphony 1,4,Silver
Anna,Davis,Buy,14,UTEP Basketball 1,6,Gold
Matthew,Gonzalez,Buy,36,UTEP Basketball 23,3,Silver
Jennifer,Mills,Buy,57,Taylor Swift Live,5,Silver
Logan,Palmer,Buy,17,UTEP Basketball 4,6,Silver
Krystal,Thompson,Buy,58,Bad Bunny Live,3,Gold
Misty,Horton,Buy,69,UTEP Commencement 2,2,Silver
David,Hayes,Buy,40,UTEP Basketball 27,6,Gold
Jessica,Moore,Buy,5,UTEP Football 5,5,General Admission
Stephanie,Harris,Buy,34,UTEP Basketball 21,2,Gold
Darrell,Jones,Buy,40,UTEP Basketball 27,5,VIP
Darlene,Shaw,Buy,3,UTEP Football 3,2,Silver
Karen,Thomas,Buy,47,UTEP Wind Symphony 3,6,Gold
Douglas,Hernandez,Buy,32,UTEP Basketball 19,4,Silver
Jesus,TorresDominguez,Buy,8,UTEP Football 8,5,Silver
Nathan,Thompson,Buy,18,UTEP Basketball 5,5,General Admission
Jeffrey,Rodriguez,Buy,3,UTEP Football 3,4,Silver
Ian,Flores,Buy,4,UTEP Football 4,3,Silver
Jennifer,Mills,Buy,21,UTEP Basketball 8,4,Gold
Catherine,Mann,Buy,68,UTEP Commencement 1,5,VIP
James,Brennan,Buy,66,Warped Tour Day 2,6,Bronze
Kimberly,Harris,Buy,38,UTEP Basketball 25,6,General Admission
Teresa,Gardner,Buy,66,Warped Tour Day 2,3,General Admission
Sandra,Sutton,Buy,59,Eminem Live,5,General Admission
Krista,Beck,Buy,31,UTEP Basketball 18,6,Silver
Alyssa,Reese,Buy,49,UTEP Wind Symphony 5,2,Gold
Ricky,Thompson,Buy,68,UTEP Commencement 1,5,Gold
Wendy,Phillips,Buy,51,UTEP Wind Symphony 7,3,Silver
Michael,Thomas,Buy,6,UTEP Football 6,5,Gold
Sean,Smith,Buy,29,UTEP Basketball 16,2,Silver
Karla,Johnson,Buy,16,UTEP Basketball 3,3,VIP
Victoria,White,Buy,34,UTEP Basketball 21,6,Silver
Heather,Robbins,Buy,33,UTEP Basketball 20,2,General Admission
Mindy,Ross,Buy,28,UTEP Basketball 15,4,General Admission
Robert,Preston,Buy,7,UTEP Football 7,4,Bronze
Leroy,Walters,Buy,47,UTEP Wind Symphony 3,6,General Admission
Amy,Rodriguez,Buy,28,UTEP Basketball 15,6,VIP
Maria,Mitchell,Buy,59,Eminem Live,2,Silver
Brandon,Dillon,Buy,9,UTEP Football 9,4,Silver
Michele,Stevens,Buy,11,UTEP Football 11,6,General Admission
Alexis,Black,Buy,47,UTEP Wind Symphony 3,3,Bronze
Jennifer,Mills,Buy,3,UTEP Football 3,3,Silver
Kimberly,Richardson,Buy,2,UTEP Football 2,6,General Admission
Jeremy,Foster,Buy,24,UTEP Basketball 11,3,General Admission
Wendy,Phillips,Buy,50,UTEP Wind Symphony 6,5,General Admission
Lori,Livingston,Buy,40,UTEP Basketball 27,4,General Admission
Sean,Hernandez,Buy,33,UTEP Basketball 20,5,VIP
George,Ayala,Buy,42,UTEP Basketball 29,4,Gold
Jeremiah,Williamson,Buy,55,UTEP Wind Symphony 11,4,Gold
David,Wright,Buy,62,The Weeknd Live,2,General Admission
Daniel,Marin,Buy,14,UTEP Basketball 1,3,Gold
Christopher,Lucero,Buy,39,UTEP Basketball 26,4,General Admission
Lauren,Hall,Buy,32,UTEP Basketball 19,6,Gold
Jeff,Ray,Buy,46,UTEP Wind Symphony 2,4,Bronze
Mary,Church,Buy,15,UTEP Basketball 2,5,Silver
John,Hill,Buy,28,UTEP Basketball 15,6,General Admission
Alexis,Lupo,Buy,43,UTEP Basketball 30,4,General Admission
Sandra,Rogers,Buy,54,UTEP Wind Symphony 10,5,Silver
Crystal,Young,Buy,54,UTEP Wind Symphony 10,2,Bronze
Joshua,Gomez,Buy,23,UTEP Basketball 10,2,Gold
Brian,Gates,Buy,1,UTEP Football 1,5,VIP
Thomas,Stevenson,Buy,18,UTEP Basketball 5,4,General Admission
Jennifer,Bailey,Buy,40,UTEP Basketball 27,5,Bronze
Melissa,Mcdonald,Buy,31,UTEP Basketball 18,2,General Admission
Heidi,Barker,Buy,40,UTEP Basketball 27,3,Gold
Goofy,Disney,Buy,14,UTEP Basketball 1,6,General Admission
Ruth,Ponce,Buy,46,UTEP Wind Symphony 2,5,Silver
Dean,Smith,Buy,24,UTEP Basketball 11,6,VIP
Patricia,Mcdonald,Buy,65,Warped Tour Day 1,2,Gold
Jeffrey,Sloan,Buy,34,UTEP Basketball 21,5,VIP
John,Blevins,Buy,7,UTEP Football 7,2,Silver
Gary,Mckenzie,Buy,59,Eminem Live,5,Bronze
Monica,Sullivan,Buy,34,UTEP Basketball 21,2,VIP
Rebecca,Nguyen,Buy,43,UTEP Basketball 30,3,Bronze
William,Hunter,Buy,17,UTEP Basketball 4,2,Bronze
Woody,Disney,Buy,61,Justin Bieber Live,6,Gold
Barbara,Love,Buy,29,UTEP Basketball 16,6,Bronze
Thomas,Elliott,Buy,6,UTEP Football 6,4,Bronze
Christopher,Osborne,Buy,31,UTEP Basketball 18,2,Silver
Benjamin,Johnson,Buy,38,UTEP Basketball 25,3,Gold
Margaret,Smith,Buy,30,UTEP Basketball 17,6,Silver
Kelly,Bell,Buy,19,UTEP Basketball 6,4,Silver
Bradley,Rodriguez,Buy,55,UTEP Wind Symphony 11,5,Bronze
Kenneth,House,Buy,69,UTEP Commencement 2,5,Bronze
Sarah,Stanton,Buy,63,Lady Gaga Live,4,General Admission
Kimberly,Martinez,Buy,51,UTEP Wind Symphony 7,3,VIP
Nicole,Johnson,Buy,25,UTEP Basketball 12,3,VIP
Jennifer,Guzman,Buy,40,UTEP Basketball 27,3,Bronze
Christopher,Dominguez,Buy,59,Eminem Live,3,Bronze
Felicia,Carlson,Buy,30,UTEP Basketball 17,2,Gold
Laura,Smith,Buy,45,UTEP Wind Symphony 1,4,VIP
Noah,Horne,Buy,46,UTEP Wind Symphony 2,2,General Admission
